row,target_rva,target_size,scaffold_source,pin,verdict,files
?d_0054c170@@YAXXZ,0x0054C170,220,Code/gen_asm/d_00545310.asm,??0?$_STLP_alloc_proxy@PAU?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VArchivedFileInfo@@@_STL@@@_STL@@U12@V?$allocator@U?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VArchivedFileInfo@@@_STL@@@_STL@@@2@@_STL@@QAE@ABV?$allocator@U?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VArchivedFileInfo@@@_STL@@@_STL@@@1@PAU?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VArchivedFileInfo@@@_STL@@@1@@Z,UNPARSEABLE,
?d_0054c9e0@@YAXXZ,0x0054C9E0,143,Code/gen_asm/d_00545310.asm,?_M_insert@?$_Rb_tree@IU?$pair@$$CBIUGen_t_0094cf90_m12pod@@@_STL@@U?$_Select1st@U?$pair@$$CBIUGen_t_0094cf90_m12pod@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIUGen_t_0094cf90_m12pod@@@_STL@@@2@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBIUGen_t_0094cf90_m12pod@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIUGen_t_0094cf90_m12pod@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBIUGen_t_0094cf90_m12pod@@@2@0@Z,UNPARSEABLE,
?d_0054e020@@YAXXZ,0x0054E020,171,Code/gen_asm/d_00545310.asm,?Needs_Vertex_Normals@MeshModelClass@@QAE_NXZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/meshmdl.cpp
?d_0054ee40@@YAXXZ,0x0054EE40,164,Code/gen_asm/d_0054e1e0.asm,?Make_Geometry_Unique@MeshModelClass@@QAEXXZ,AMBIGUOUS(2),Code/Libraries/Source/WWVegas/WW3D2/meshmdl.cpp;Code/GameEngine/Source/Common/MeshModelClass_Make_Geometry_UniqueMethodThunk.cpp
?d_0054f000@@YAXXZ,0x0054F000,328,Code/gen_asm/d_0054e1e0.asm,?Re_Hash@?$HashTemplateClass@UTriangleSide@@USideIndexInfo@@@@AAEXXZ,UNPARSEABLE,
?d_0054f9a0@@YAXXZ,0x0054F9A0,36,Code/gen_asm/d_0054e1e0.asm,??1Gen_dtor_009509b0@@UAE@XZ,NO-DEFINITION,
?d_005506f0@@YAXXZ,0x005506F0,791,Code/gen_asm/d_0054e1e0.asm,?Render_Seg_Line@SegmentedLineClass@@IAEXAAVRenderInfoClass@@@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/SegmentedLineRenderSegLineThunk.cpp
?d_00554510@@YAXXZ,0x00554510,957,Code/gen_asm/d_0054e1e0.asm,?Blend_Update@HTreeClass@@QAEXABVMatrix3D@@PAVHAnimClass@@M1MM@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/htree.cpp
?d_00557c00@@YAXXZ,0x00557C00,1659,Code/gen_asm/d_00557c00.asm,??1Gen_uwm_00958030@@QAE@XZ,NO-DEFINITION,
?d_0055b200@@YAXXZ,0x0055B200,1552,Code/gen_asm/d_00557c00.asm,??1PendingSurfaceStruct@Render2DSentenceClass@@QAE@XZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/PendingSurfaceDestructorThunk.cpp
?d_0055cd80@@YAXXZ,0x0055CD80,452,Code/gen_asm/d_00557c00.asm,?RenderStreak@StreakRendererClass@@QAEXAAVRenderInfoClass@@ABVMatrix3D@@IPAVVector3@@PAVVector4@@PAMABVSphereClass@@PAI@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/streakRender.cpp
?d_00564470@@YAXXZ,0x00564470,80,Code/gen_asm/d_00563370.asm,??1Gen_dtor_009696f0@@UAE@XZ,NO-DEFINITION,
?d_00565f30@@YAXXZ,0x00565F30,1801,Code/gen_asm/d_00563370.asm,?Apply@ScaleTextureMapperClass@@UAEXH@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/mapper.cpp
?d_005674f0@@YAXXZ,0x005674F0,5762,Code/gen_asm/d_00563370.asm,??1Gen_dtor_009677e0@@UAE@XZ,NO-DEFINITION,
?d_0056a2f0@@YAXXZ,0x0056A2F0,1024,Code/gen_asm/d_0056a2f0.asm,??1Gen_dtor_0096a550@@UAE@XZ,NO-DEFINITION,
?d_0056d7a0@@YAXXZ,0x0056D7A0,171,Code/gen_asm/d_0056a2f0.asm,?read_dig@MeshModelClass@@IAE?AW4WW3DErrorType@@AAVChunkLoadClass@@PAVMeshLoadContextClass@@@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/meshmdlio.cpp
?d_0056db00@@YAXXZ,0x0056DB00,79,Code/gen_asm/d_0056a2f0.asm,?read_texture_ids@MeshModelClass@@IAE?AW4WW3DErrorType@@AAVChunkLoadClass@@PAVMeshLoadContextClass@@@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/meshmdlio.cpp
?d_0056fd30@@YAXXZ,0x0056FD30,74,Code/gen_asm/d_0056a2f0.asm,??1Gen_dtor_0096ff50@@UAE@XZ,NO-DEFINITION,
?d_005710a0@@YAXXZ,0x005710A0,230,Code/gen_asm/d_0056a2f0.asm,??1Gen_dtor_00971340@@UAE@XZ,NO-DEFINITION,
?d_00571b70@@YAXXZ,0x00571B70,166,Code/gen_asm/d_0056a2f0.asm,??1Gen_dtor_00971d80@@UAE@XZ,NO-DEFINITION,
?d_00579480@@YAXXZ,0x00579480,324,Code/gen_asm/d_00576c20.asm,??1Gen_uwm_009795c0@@QAE@XZ,NO-DEFINITION,
?d_0057c970@@YAXXZ,0x0057C970,79,Code/gen_asm/d_00576c20.asm,??_EProxyArrayClass@@UAEPAXI@Z,UNPARSEABLE,
?d_0057ca50@@YAXXZ,0x0057CA50,79,Code/gen_asm/d_00576c20.asm,?Initialize@HLodDefClass@@QAEXAAVHLodClass@@@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/hlod.cpp
?d_0057d350@@YAXXZ,0x0057D350,545,Code/gen_asm/d_00576c20.asm,??4HLodClass@@QAEAAV0@ABV0@@Z,UNPARSEABLE,
?d_0057d600@@YAXXZ,0x0057D600,675,Code/gen_asm/d_00576c20.asm,??1Gen_dtor_00970650@@UAE@XZ,NO-DEFINITION,
?d_00581ed0@@YAXXZ,0x00581ED0,71,Code/gen_asm/d_0057da50.asm,??0Animatable3DObjClass@@QAE@PBD@Z,AMBIGUOUS(3),Code/Libraries/Source/WWVegas/WW3D2/Animatable3DObjClassCopyConstructorThunk.cpp;Code/Libraries/Source/WWVegas/WW3D2/Animatable3DObjClassStringConstructorThunk.cpp;Code/Libraries/Source/WWVegas/WW3D2/animobj.cpp
?d_00583ae0@@YAXXZ,0x00583AE0,64,Code/gen_asm/d_0057da50.asm,?Get_Noise_Amplitude@ParticleBufferClass@@QBEMXZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/part_buf.cpp
?d_00583cd0@@YAXXZ,0x00583CD0,197,Code/gen_asm/d_0057da50.asm,?Get_Noise_Amplitude@ParticleBufferClass@@QBEMXZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/part_buf.cpp
?d_00583ff0@@YAXXZ,0x00583FF0,380,Code/gen_asm/d_0057da50.asm,?Get_Noise_Amplitude@ParticleBufferClass@@QBEMXZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/part_buf.cpp
?d_005841d0@@YAXXZ,0x005841D0,280,Code/gen_asm/d_0057da50.asm,?Get_Noise_Amplitude@ParticleBufferClass@@QBEMXZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/part_buf.cpp
?d_00584c30@@YAXXZ,0x00584C30,192,Code/gen_asm/d_0057da50.asm,?Combine_Color_And_Alpha@ParticleBufferClass@@IAEXXZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/part_buf.cpp
?d_00587c50@@YAXXZ,0x00587C50,97,Code/gen_asm/d_0057da50.asm,?Get_New_Particles@ParticleBufferClass@@IAEXXZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/part_buf.cpp
?d_0058b610@@YAXXZ,0x0058B610,415,Code/gen_asm/d_0058b1f0.asm,?Determine_Tail_Diffuse@ParticleBufferClass@@IAE?AW4TailDiffuseTypeEnum@1@XZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/part_buf.cpp
?d_00596500@@YAXXZ,0x00596500,860,Code/gen_asm/d_00593a30.asm,_luaG_symbexec,UNPARSEABLE,
?d_00596d40@@YAXXZ,0x00596D40,798,Code/gen_asm/d_00593a30.asm,_luaO_equalObj,UNPARSEABLE,
?d_00597790@@YAXXZ,0x00597790,532,Code/gen_asm/d_00593a30.asm,_luaV_lessthan,UNPARSEABLE,
?d_00599490@@YAXXZ,0x00599490,283,Code/gen_asm/d_00593a30.asm,_setnodevector,UNPARSEABLE,
?d_00599fe0@@YAXXZ,0x00599FE0,783,Code/gen_asm/d_00593a30.asm,_markall,UNPARSEABLE,
?d_0059ab00@@YAXXZ,0x0059AB00,149,Code/gen_asm/d_00593a30.asm,_check_match,UNPARSEABLE,
?d_0059abc0@@YAXXZ,0x0059ABC0,952,Code/gen_asm/d_0059abc0.asm,_str_checkname,UNPARSEABLE,
?d_0059b8f0@@YAXXZ,0x0059B8F0,105,Code/gen_asm/d_0059abc0.asm,_forstat,UNPARSEABLE,
?d_0059bd00@@YAXXZ,0x0059BD00,77,Code/gen_asm/d_0059abc0.asm,_parlist,UNPARSEABLE,
?d_0059cb30@@YAXXZ,0x0059CB30,142,Code/gen_asm/d_0059abc0.asm,_assignment,UNPARSEABLE,
?d_0059d2d0@@YAXXZ,0x0059D2D0,145,Code/gen_asm/d_0059abc0.asm,_chunk,UNPARSEABLE,
?d_0059ee10@@YAXXZ,0x0059EE10,135,Code/gen_asm/d_0059abc0.asm,_luaK_number,UNPARSEABLE,
?d_0059f130@@YAXXZ,0x0059F130,161,Code/gen_asm/d_0059abc0.asm,_discharge,UNPARSEABLE,
?d_0059f5c0@@YAXXZ,0x0059F5C0,43,Code/gen_asm/d_0059abc0.asm,_luaK_testgo,UNPARSEABLE,
?d_0059fae0@@YAXXZ,0x0059FAE0,54,Code/gen_asm/d_0059abc0.asm,_luaK_prefix,UNPARSEABLE,
?d_005a4620@@YAXXZ,0x005A4620,46,Code/gen_asm/d_005a42e0.asm,??1Gen_dtor_009a2520@@UAE@XZ,NO-DEFINITION,
?d_005c8d40@@YAXXZ,0x005C8D40,265,Code/gen_asm/d_005c5e40.asm,?createDirectory@FileSystem@@QAE_NVAsciiString@@@Z,AMBIGUOUS(2),Code/GameEngine/Source/Common/System/FileSystem.cpp;Code/GameEngine/Source/Common/System/FileSystem_createDirectory.cpp
?d_005c92f0@@YAXXZ,0x005C92F0,157,Code/gen_asm/d_005c5e40.asm,??0?$_STLP_alloc_proxy@PAU?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VDetailedArchivedDirectoryInfo@@@_STL@@@_STL@@U12@V?$allocator@U?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VDetailedArchivedDirectoryInfo@@@_STL@@@_STL@@@2@@_STL@@QAE@ABV?$allocator@U?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VDetailedArchivedDirectoryInfo@@@_STL@@@_STL@@@1@PAU?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VDetailedArchivedDirectoryInfo@@@_STL@@@1@@Z,UNPARSEABLE,
?d_005c9740@@YAXXZ,0x005C9740,72,Code/gen_asm/d_005c5e40.asm,??1Gen_uwm_009c9740@@QAE@XZ,NO-DEFINITION,
?d_005c97a0@@YAXXZ,0x005C97A0,84,Code/gen_asm/d_005c5e40.asm,??0?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VArchivedDirectoryInfo@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VArchivedDirectoryInfo@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@VArchivedDirectoryInfo@@@_STL@@@3@@_STL@@QAE@ABV01@@Z,UNPARSEABLE,
?d_005c9a20@@YAXXZ,0x005C9A20,270,Code/gen_asm/d_005c5e40.asm,??$_M_find@VAsciiString@@@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VArchivedDirectoryInfo@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VArchivedDirectoryInfo@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@VArchivedDirectoryInfo@@@_STL@@@3@@_STL@@ABEPAU?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VArchivedDirectoryInfo@@@_STL@@@1@ABVAsciiString@@@Z,UNPARSEABLE,
?d_005cab10@@YAXXZ,0x005CAB10,39,Code/gen_asm/d_005c5e40.asm,??A?$map@VAsciiString@@VArchivedDirectoryInfo@@U?$less@VAsciiString@@@_STL@@V?$allocator@U?$pair@$$CBVAsciiString@@VArchivedDirectoryInfo@@@_STL@@@4@@_STL@@QAEAAVArchivedDirectoryInfo@@ABVAsciiString@@@Z,UNPARSEABLE,
?d_005cb590@@YAXXZ,0x005CB590,81,Code/gen_asm/d_005c5e40.asm,??1MemoryWriteFile@@UAE@XZ,LOCATED,Code/GameEngine/Source/Common/System/File.cpp
?d_005cde00@@YAXXZ,0x005CDE00,61,Code/gen_asm/d_005c5e40.asm,??1Win32LocalFileSystem@@UAE@XZ,LOCATED,Code/GameEngineDevice/Source/Win32Device/Common/Win32LocalFileSystem.cpp
?d_005ce550@@YAXXZ,0x005CE550,94,Code/gen_asm/d_005c5e40.asm,?attachFile@ArchiveFile@@QAEXPAVFile@@@Z,LOCATED,Code/GameEngine/Source/Common/System/ArchiveFile.cpp
?d_005cecb0@@YAXXZ,0x005CECB0,318,Code/gen_asm/d_005c5e40.asm,??0?$_STLP_alloc_proxy@PAU?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VArchivedFileInfo@@@_STL@@@_STL@@U12@V?$allocator@U?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VArchivedFileInfo@@@_STL@@@_STL@@@2@@_STL@@QAE@ABV?$allocator@U?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VArchivedFileInfo@@@_STL@@@_STL@@@1@PAU?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VArchivedFileInfo@@@_STL@@@1@@Z,UNPARSEABLE,
?d_005cf2c0@@YAXXZ,0x005CF2C0,89,Code/gen_asm/d_005cf100.asm,?_M_copy@?$_Rb_tree@UGen_t_009cf460_m32cd@@U1@U?$_Identity@UGen_t_009cf460_m32cd@@@_STL@@U?$less@UGen_t_009cf460_m32cd@@@3@V?$allocator@UGen_t_009cf460_m32cd@@@3@@_STL@@AAEPAU?$_Rb_tree_node@UGen_t_009cf460_m32cd@@@2@PAU32@0@Z,UNPARSEABLE,
?d_005d2b10@@YAXXZ,0x005D2B10,145,Code/gen_asm/d_005cf100.asm,_IsStatsConnected,UNPARSEABLE,
?d_005d9bc0@@YAXXZ,0x005D9BC0,87,Code/gen_asm/d_005cf100.asm,??1Gen_dtor_009d9c50@@UAE@XZ,NO-DEFINITION,
?d_005db630@@YAXXZ,0x005DB630,87,Code/gen_asm/d_005cf100.asm,?Execute@ThreadClass@@QAEXXZ,LOCATED,Code/Libraries/Source/WWVegas/WWLib/thread.cpp
?d_005dd550@@YAXXZ,0x005DD550,49,Code/gen_asm/d_005cf100.asm,??1file_auto_ptr@@QAE@XZ,LOCATED,Code/Libraries/Source/WWVegas/WWLib/ffactory.cpp
?d_005e2c70@@YAXXZ,0x005E2C70,139,Code/gen_asm/d_005cf100.asm,??1Gen_uwm_009e2ce0@@QAE@XZ,NO-DEFINITION,
?d_005e2e30@@YAXXZ,0x005E2E30,66,Code/gen_asm/d_005cf100.asm,?Search_For_Node@?$IndexClass@HPAUINIEntry@@@@ABEPBUNodeElement@1@ABH@Z,UNPARSEABLE,
?d_005e3b90@@YAXXZ,0x005E3B90,128,Code/gen_asm/d_005cf100.asm,?Put_String@INIClass@@QAE_NPBD00@Z,LOCATED,Code/Libraries/Source/WWVegas/WWLib/INIClass_Put_String_Thunk.cpp
?d_005e68e0@@YAXXZ,0x005E68E0,66,Code/gen_asm/d_005e6700.asm,?Raw_Seek@RawFileClass@@IAEHHH@Z,LOCATED,Code/Libraries/Source/WWVegas/WWLib/rawfile.cpp
?d_005e7170@@YAXXZ,0x005E7170,83,Code/gen_asm/d_005e6700.asm,?Free_String@WideStringClass@@AAEXXZ,LOCATED,Code/Libraries/Source/WWVegas/WWLib/widestring.cpp
?d_005e7940@@YAXXZ,0x005E7940,102,Code/gen_asm/d_005e6700.asm,?Put@Base64Pipe@@UAEHPBXH@Z,LOCATED,Code/Libraries/Source/WWVegas/WWLib/b64pipe.cpp
?d_005ec3e0@@YAXXZ,0x005EC3E0,128,Code/gen_asm/d_005e6700.asm,?equal_range@?$_Rb_tree@GU?$pair@$$CBGE@_STL@@U?$_Select1st@U?$pair@$$CBGE@_STL@@@2@U?$less@G@2@V?$allocator@U?$pair@$$CBGE@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBGE@_STL@@U?$_Nonconst_traits@U?$pair@$$CBGE@_STL@@@2@@_STL@@U12@@2@ABG@Z,UNPARSEABLE,
?d_005ecab0@@YAXXZ,0x005ECAB0,46,Code/gen_asm/d_005e6700.asm,??1Gen_uw_009ecac0@@QAE@XZ,NO-DEFINITION,
?d_005ed460@@YAXXZ,0x005ED460,93,Code/gen_asm/d_005e6700.asm,?_M_advance@?$_Deque_iterator_base@H@_STL@@QAEXH@Z,UNPARSEABLE,
?d_005ed630@@YAXXZ,0x005ED630,99,Code/gen_asm/d_005e6700.asm,?_M_initialize_map@?$_Deque_base@PAVSightingInfo@@V?$allocator@PAVSightingInfo@@@_STL@@@_STL@@IAEXI@Z,UNPARSEABLE,
?d_005ed9c0@@YAXXZ,0x005ED9C0,156,Code/gen_asm/d_005e6700.asm,??1Gen_uwm_009eda50@@QAE@XZ,NO-DEFINITION,
?d_005eda90@@YAXXZ,0x005EDA90,93,Code/gen_asm/d_005e6700.asm,?clear@?$hashtable@U?$pair@$$CBHUGen_t_009ee630_p12cd@@@_STL@@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_009ee630_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_009ee630_p12cd@@@_STL@@@2@@_STL@@QAEXXZ,UNPARSEABLE,
?d_005edb10@@YAXXZ,0x005EDB10,46,Code/gen_asm/d_005e6700.asm,?clear@?$hashtable@U?$pair@$$CBHUGen_t_009ee750_p12cd@@@_STL@@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_009ee750_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_009ee750_p12cd@@@_STL@@@2@@_STL@@QAEXXZ,UNPARSEABLE,
?d_005ee8a0@@YAXXZ,0x005EE8A0,285,Code/gen_asm/d_005e6700.asm,?_M_insert@?$hashtable@U?$pair@$$CBIW4Relationship@@@_STL@@IU?$hash@I@2@U?$_Select1st@U?$pair@$$CBIW4Relationship@@@_STL@@@2@U?$equal_to@I@2@V?$allocator@U?$pair@$$CBIW4Relationship@@@_STL@@@2@@_STL@@QAEAAU?$pair@$$CBIW4Relationship@@@2@ABU32@@Z,UNPARSEABLE,
?d_005f50b0@@YAXXZ,0x005F50B0,85,Code/gen_asm/d_005f0120.asm,?m@T_009f50e0@@QAEXXZ,NO-DEFINITION,
?d_00661e00@@YAXXZ,0x00661E00,207,Code/gen_asm/d_0065fae0.asm,_jpeg_add_quant_table@20,UNPARSEABLE,
?d_006abda0@@YAXXZ,0x006ABDA0,437,Code/gen_asm/d_006a9200.asm,_png_malloc@8,UNPARSEABLE,
?d_006ad660@@YAXXZ,0x006AD660,236,Code/gen_asm/d_006a9200.asm,_deflate@8,UNPARSEABLE,
?d_006aea10@@YAXXZ,0x006AEA10,166,Code/gen_asm/d_006a9200.asm,_inflate@8,UNPARSEABLE,
?d_006aee90@@YAXXZ,0x006AEE90,112,Code/gen_asm/d_006a9200.asm,_png_get_uint_32@4,UNPARSEABLE,
?d_007018a0@@YAXXZ,0x007018A0,681,Code/gen_asm/d_006fb8e0.asm,??8@YAHABVMatrix4x4@@0@Z,UNPARSEABLE,
?d_00702630@@YAXXZ,0x00702630,129,Code/gen_asm/d_006fb8e0.asm,??1Gen_dtor_00b02660@@UAE@XZ,NO-DEFINITION,
?d_007faab0@@YAXXZ,0x007FAAB0,120,Code/gen_asm/d_007f96c0.asm,__ehhandler$?parseProductionTimeChange@PlayerTemplate@@KAXPAVINI@@PAX1PBX@Z,UNPARSEABLE,
?d_0080a830@@YAXXZ,0x0080A830,264,Code/gen_asm/d_00809520.asm,__ehhandler$?getClassMemoryPool@AutoHealBehavior@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_0080ab50@@YAXXZ,0x0080AB50,374,Code/gen_asm/d_00809520.asm,__ehhandler$?getClassMemoryPool@BridgeBehavior@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_0080ad00@@YAXXZ,0x0080AD00,196,Code/gen_asm/d_00809520.asm,__ehhandler$?getClassMemoryPool@BridgeTowerBehavior@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_0080c390@@YAXXZ,0x0080C390,811,Code/gen_asm/d_00809520.asm,__ehhandler$?getClassMemoryPool@ActiveBody@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_0080d6c0@@YAXXZ,0x0080D6C0,200,Code/gen_asm/d_00809520.asm,__ehhandler$?getClassMemoryPool@TransportContain@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_0080d7a0@@YAXXZ,0x0080D7A0,234,Code/gen_asm/d_00809520.asm,__ehhandler$?getClassMemoryPool@TunnelContain@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_0080e6c0@@YAXXZ,0x0080E6C0,872,Code/gen_asm/d_0080da50.asm,__ehhandler$?getClassMemoryPool@TransitionDamageFX@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_0080ee80@@YAXXZ,0x0080EE80,106,Code/gen_asm/d_0080da50.asm,__ehhandler$?getClassMemoryPool@CashHackSpecialPower@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_0080ef50@@YAXXZ,0x0080EF50,356,Code/gen_asm/d_0080da50.asm,__ehhandler$?getClassMemoryPool@DefectorSpecialPower@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_0080f5a0@@YAXXZ,0x0080F5A0,1359,Code/gen_asm/d_0080da50.asm,__ehhandler$?getClassMemoryPool@OCLSpecialPower@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_00811e20@@YAXXZ,0x00811E20,976,Code/gen_asm/d_00811e20.asm,__ehhandler$?getClassMemoryPool@LifetimeUpdate@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_00812220@@YAXXZ,0x00812220,241,Code/gen_asm/d_00811e20.asm,__ehhandler$?getClassMemoryPool@ProductionUpdate@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_00813e50@@YAXXZ,0x00813E50,201,Code/gen_asm/d_00811e20.asm,__ehhandler$?getClassMemoryPool@SupplyTruckAIUpdate@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_008140a0@@YAXXZ,0x008140A0,39,Code/gen_asm/d_00811e20.asm,__ehhandler$?getClassMemoryPool@WorkerAIUpdate@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_008143a0@@YAXXZ,0x008143A0,38,Code/gen_asm/d_00811e20.asm,__ehhandler$?getClassMemoryPool@DefaultProductionExitUpdate@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_00814460@@YAXXZ,0x00814460,91,Code/gen_asm/d_00811e20.asm,__ehhandler$?getClassMemoryPool@SpawnPointProductionExitUpdate@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_008144c0@@YAXXZ,0x008144C0,91,Code/gen_asm/d_00811e20.asm,__ehhandler$?getClassMemoryPool@SupplyCenterProductionExitUpdate@@CAPAVMemoryPool@@XZ,UNPARSEABLE,
?d_0088fa10@@YAXXZ,0x0088FA10,96,Code/gen_asm/d_0088a430.asm,??_C@_0BA@JKMFNOEK@OCLSpecialPower?$AA@,UNPARSEABLE,
?d_008be760@@YAXXZ,0x008BE760,1162,Code/gen_asm/d_008b9460.asm,_EntEnragedInitialValueData,UNPARSEABLE,
?d_008cac20@@YAXXZ,0x008CAC20,477,Code/gen_asm/d_008c39e0.asm,??_C@_0BK@HLBABBNP@RailedTransportDockUpdate?$AA@,UNPARSEABLE,
?d_0005fa00@@YAXXZ,0x0005FA00,71,Code/gen_asm/d_0005b6c0.asm,?begin@?$hashtable@U?$pair@$$CBHUGen_t_004607d0_m12pod@@@_STL@@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_004607d0_m12pod@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_004607d0_m12pod@@@_STL@@@2@@_STL@@QAE?AU?$_Ht_iterator@U?$pair@$$CBHUGen_t_004607d0_m12pod@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_004607d0_m12pod@@@_STL@@@2@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_004607d0_m12pod@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_004607d0_m12pod@@@_STL@@@2@@2@XZ,UNPARSEABLE,
?d_00060820@@YAXXZ,0x00060820,20,Code/gen_asm/d_0005b6c0.asm,?clear@?$hashtable@U?$pair@$$CBHUGen_t_00460e00_p12cd@@@_STL@@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_00460e00_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00460e00_p12cd@@@_STL@@@2@@_STL@@QAEXXZ,UNPARSEABLE,
?d_000609a0@@YAXXZ,0x000609A0,19,Code/gen_asm/d_0005b6c0.asm,?erase@?$hashtable@U?$pair@$$CBHUGen_t_00461570_p12cd@@@_STL@@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_00461570_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00461570_p12cd@@@_STL@@@2@@_STL@@QAEXABU?$_Ht_iterator@U?$pair@$$CBHUGen_t_00461570_p12cd@@@_STL@@U?$_Const_traits@U?$pair@$$CBHUGen_t_00461570_p12cd@@@_STL@@@2@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_00461570_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00461570_p12cd@@@_STL@@@2@@2@@Z,UNPARSEABLE,
